기업명,신용평점,신용등급(종속변수),유동비율,당좌비율,부채비율,영업이익이자보상비율,차입금/자기자본,차입금/매출액,총자산증가율,매출액증가율,순이익증가율,재고자산회전율,매출채권회전율,총자본회전율,총자본순이익율,매출액순이익율,자기자본순이익율
(주)케이피에프,5.0,0,128.6,90.2,110.6,2.8,78.9,52.2,.4,-3.8,144.9,4.4,4.9,.8,7.0,9.5,15.1
(주)네패스신소재,5.0,0,343.6,284.5,56.6,-18.6,25.4,20.3,-5.4,-19.4,1.0,8.5,6.3,.8,-2.9,-3.7,-4.6
(주)에이티세미콘,8.0,1,27.1,22.2,368.8,-1.9,279.2,85.1,-24.0,-29.3,9.1,21.4,8.3,.7,-10.4,-14.4,-46.2
써니전자(주),3.0,0,566.8,509.9,13.1,5.8,9.1,32.4,4.2,-2.9,2.5,7.7,5.1,.5,3.3,7.0,4.1
현대시멘트(주),6.0,1,132.3,110.9,263.6,12.3,68.5,24.3,2.9,4.3,-28.1,12.0,3.9,.7,-29.3,-39.6,-172.4
(주)GS,3.0,0,4.3,4.3,20.8,11.0,17.9,242.5,-.1,110.0,131.4,643.4,3465.4,.1,3.8,59.0,4.6
(주)동방아그로,3.0,0,376.2,186.7,34.3,109.8,4.9,7.0,-.2,.0,3.4,1.9,6.9,.7,3.5,5.1,4.7
(주)씨유메디칼시스템,6.0,1,187.2,134.7,48.8,1.0,41.5,37.5,4.4,125.7,67.6,5.4,2.7,.8,-2.1,-2.7,-3.2
호전실업(주),4.0,0,208.8,194.0,61.8,6.8,53.3,22.3,1.0,.7,-43.6,42.2,8.4,1.7,7.6,4.4,13.9
샘표(주),5.0,0,6711.0,6711.0,4.4,97.4,23.3,968.7,-55.8,680.5,-90.8,.2,.1,.0,.7,46.2,1.0
안국약품(주),4.0,0,261.5,221.3,44.0,8.5,15.2,11.6,-1.3,-12.3,-75.6,8.1,2.9,.9,1.3,1.4,1.9
일정실업(주),2.0,0,463.8,322.0,11.7,231.5,5.8,3.6,-.8,14.3,-57.0,9.2,6.2,1.0,5.4,5.6,6.2
삼영전자공업(주),3.0,0,1405.9,1273.9,4.9,411.9,.0,.1,.5,-3.2,-1.4,6.8,6.1,.4,2.5,6.0,2.6
(주)인터불스,7.0,1,176.6,164.2,46.0,-9.5,40.1,176.7,33.8,-45.5,896.8,2.3,.5,.1,-29.7,-208.7,-42.6
보령메디앙스(주),5.0,0,111.1,64.9,163.6,8.7,70.3,16.6,6.9,-2.2,-11.1,6.5,6.4,1.5,2.4,1.6,6.1
(주)서연이화,5.0,0,93.8,91.0,103.4,9.3,36.1,13.9,.9,-3.9,-12.8,109.5,4.1,1.3,5.6,4.3,11.9
(주)지엔씨에너지,4.0,0,191.0,166.8,61.6,38.5,42.0,18.5,10.4,5.6,8.4,10.6,3.5,1.3,7.4,5.9,11.8
(주)인터로조,2.0,0,387.5,305.8,18.0,157.0,4.3,7.4,15.8,24.5,55.8,5.9,2.6,.7,19.6,26.5,23.8
한국수출포장공업(주),3.0,0,152.7,114.0,33.8,5.8,11.4,11.3,-.7,-1.3,-30.2,12.8,5.4,.8,-.2,-.2,-.2
(주)제로투세븐,7.0,1,220.1,79.4,187.6,-20.4,81.6,12.5,5.0,-16.6,113.6,3.9,8.3,1.9,-8.2,-4.3,-20.7
(주)태양씨앤엘,9.0,1,23.2,20.2,169.9,-3.5,134.7,155.0,9.2,4.1,-8.8,7.5,1.1,.3,-25.6,-75.9,-113.1
(주)아이리버,6.0,1,495.5,312.1,33.2,-20.3,11.4,9.0,-17.3,-8.6,-25.4,3.4,1.9,.8,-16.7,-20.1,-21.9
(주)영우디에스피,6.0,1,138.9,138.9,244.6,19.4,31.8,8.7,166.5,152.7,1158.0,1197.4,2.5,1.6,12.8,8.3,36.2
신일산업(주),5.0,0,164.2,123.3,62.6,9.7,19.3,8.4,2.3,16.6,-5.0,9.4,4.8,1.6,5.1,3.3,8.5
한국알콜산업(주),2.0,0,237.5,193.5,22.1,158.7,8.5,3.6,13.7,-1.2,133.2,7.3,4.0,.7,9.6,13.1,11.7
남해화학(주),2.0,0,245.6,160.6,33.3,22.3,6.5,3.3,2.7,-6.7,-29.1,9.9,11.4,2.1,2.8,1.3,3.7
한일시멘트(주),4.0,0,275.3,241.2,36.9,12.5,12.6,19.3,-.8,2.3,115.7,11.9,4.0,.6,3.7,6.8,5.2
미원상사(주),1.0,0,405.7,241.0,22.5,599.0,.4,.3,26.1,8.7,231.7,5.0,6.3,.9,16.7,18.8,20.5
(주)광림,6.0,1,92.3,53.9,68.6,.2,46.2,47.8,15.1,-7.8,-86.7,4.1,6.9,.6,.3,.5,.6
(주)에이티젠,6.0,1,8564.0,7954.0,70.1,-142.9,23.3,14.6,100.5,172.9,-39.7,2.0,4.2,.1,-15.4,-107.7,-22.3
(주)부산도시가스,3.0,0,123.9,123.7,54.4,247.8,27.2,113.0,4.5,-15.9,19.6,1902.9,6.4,1.1,6.0,5.6,9.5
(주)내츄럴엔도텍,7.0,1,693.2,603.6,83.5,-34.4,71.0,271.7,24.6,-85.3,-24.0,1.1,1.5,.1,-16.9,-196.6,-27.1
(주)로보스타,4.0,0,131.8,105.0,205.6,15.7,41.5,12.8,34.4,16.5,-32.9,8.2,3.1,1.3,5.7,4.4,16.1
(주)씨에스에이코스믹,6.0,1,294.3,255.0,32.9,-4.0,16.6,33.1,-6.2,72.5,-30.5,12.0,4.5,.8,-11.8,-14.8,-18.6
와이아이케이(주),5.0,0,124.0,38.1,136.4,23.0,69.6,22.9,45.2,-36.6,-37.3,1.9,22.6,.9,9.9,11.6,22.5
(주)테라세미콘,4.0,0,224.0,215.7,61.5,9.2,43.8,8.8,67.8,61.6,690.8,30.4,4.4,1.1,12.7,11.2,21.1
(주)우성사료,5.0,0,210.3,158.3,45.2,3.5,17.3,11.2,-4.8,-10.4,-12.8,6.8,5.6,1.1,-.1,-.1,-.2
경남스틸(주),5.0,0,168.8,118.8,69.5,1.9,33.2,13.0,-10.8,-8.8,-89.7,7.9,4.2,1.9,.6,.3,1.1
(주)아시아경제,3.0,0,583.1,581.9,10.0,331.9,.1,.1,3.2,-1.5,-19.3,1128.5,3.9,.6,6.0,10.1,6.7
동아에스티(주),6.0,1,145.3,117.8,81.0,1.3,49.7,59.4,.7,-1.3,-73.1,5.6,5.0,.5,1.2,2.3,2.3
우리들제약(주),6.0,1,243.0,184.4,75.0,9.4,27.4,10.0,38.5,18.4,72.0,6.7,3.4,1.3,6.2,4.8,10.5
(주)에넥스,5.0,0,129.1,100.3,158.1,3.1,23.0,3.1,20.9,28.8,-79.2,18.7,6.9,2.8,1.2,.4,2.9
(주)넥센,2.0,0,127.4,104.4,20.5,22.5,9.4,26.9,2.1,-.6,22.2,12.6,5.9,.3,4.2,12.7,5.2
(주)젬백스테크놀러지,9.0,1,36.8,33.1,126.9,-2.0,113.9,100.5,3.1,6.3,18.9,21.8,5.3,.4,-21.4,-48.6,-42.8
(주)제우스,4.0,0,178.6,141.6,47.8,39.3,15.3,9.7,8.5,-6.1,-19.5,7.8,4.4,1.0,6.9,6.9,10.1
(주)예림당,3.0,0,300.0,151.9,8.8,67.9,3.3,9.7,-3.5,41.0,364.8,4.3,5.2,.4,1.9,4.5,2.1
(주)웨이브일렉트로닉스,7.0,1,63.6,47.3,102.7,-8.4,62.5,70.0,33.7,13.4,-28.3,6.1,2.8,.4,-6.9,-15.8,-13.0
(주)토필드,7.0,1,76.3,61.5,62.9,.8,47.4,66.5,.6,-5.1,-34.0,4.9,.8,.4,-13.7,-32.4,-22.8
쌍용양회공업(주),4.0,0,62.1,53.1,67.1,8.2,39.6,48.3,7.7,-.3,170.7,20.6,6.1,.6,5.5,9.6,10.1
(주)인지디스플레이,4.0,0,198.7,194.7,37.9,4.9,21.1,35.6,.5,-15.7,-24.1,27.6,7.0,.5,3.3,6.4,4.6
경동제약(주),2.0,0,454.3,366.8,12.6,1987.5,.1,.1,2.5,5.2,22.9,7.7,8.4,.7,7.3,10.7,8.2
(주)인팩,2.0,0,132.7,114.8,62.1,14.6,19.0,10.7,7.9,5.2,20.6,20.8,4.8,1.1,5.5,4.9,8.9
(주)우진플라임,6.0,1,147.3,87.6,280.7,2.8,187.2,70.6,2.4,25.3,33.3,4.0,4.2,.8,4.2,5.7,17.3
(주)아트라스비엑스,4.0,0,200.7,160.4,51.7,111.8,13.4,5.7,-38.5,2.3,-13.8,11.9,5.1,1.3,11.6,9.1,15.3
(주)엘지하우시스,4.0,0,159.7,130.4,103.5,6.8,58.2,24.0,1.5,8.8,11.9,16.1,5.0,1.3,4.0,3.0,8.3
(주)네이블커뮤니케이션즈,2.0,0,572.8,560.0,15.2,21.1,9.4,14.5,23.8,-5.5,-61.8,58.7,2.8,.6,.4,.7,.5
(주)NI스틸,4.0,0,40.0,28.3,138.6,6.7,112.9,77.0,17.3,-3.6,44.0,7.8,4.9,.6,5.3,8.9,12.4
휴마시스(주),6.0,1,162.5,122.1,66.7,-.7,48.3,41.2,74.0,29.5,131.7,10.3,7.2,.5,1.9,3.6,2.7
폭스브레인(주),9.0,1,161.7,138.3,167.3,-7.9,27.4,49.8,-59.0,-30.2,-55.8,5.8,1.8,.5,-33.3,-63.3,-86.6
(주)동원F&B,2.0,0,127.8,62.2,77.0,9.2,26.3,9.5,10.1,6.6,-15.7,6.9,11.7,1.8,4.0,2.3,6.8
모트렉스(주),6.0,1,151.0,99.9,101.8,15.4,43.1,13.8,19.4,30.7,104.6,7.5,4.2,1.8,13.2,7.5,28.1
(주)덱스터스튜디오,4.0,0,2025.4,2025.4,9.6,138.6,14.5,2.4,8.1,22.0,7.4,3658.0,2.0,.4,6.1,16.0,6.7
(주)비에이치,7.0,1,138.3,93.4,132.5,-4.3,88.6,39.3,-4.0,-11.2,59.6,5.8,3.7,1.0,-5.7,-5.5,-13.8
비에이치아이(주),8.0,1,63.8,60.7,337.6,1.4,212.2,73.0,-2.0,-12.2,71.8,35.3,1.8,.7,2.3,3.3,10.5
(주)라이온켐텍,1.0,0,327.3,275.4,19.5,275.5,6.2,5.5,14.4,4.9,-7.4,13.4,5.9,1.0,13.8,13.7,16.5
(주)버추얼텍,8.0,1,46.6,37.5,175.7,-.9,144.9,154.8,-16.4,-29.5,27.0,11.9,2.7,.3,24.2,75.2,58.5
(주)에스디시스템,6.0,1,190.5,150.3,82.8,-122.2,4.9,2.0,.2,-6.4,-46.8,9.2,4.3,1.5,-16.3,-10.8,-25.8
(주)사람인에이치알,2.0,0,405.2,405.2,8.2,28768.7,.6,.6,11.0,-19.2,21.9,2781.6,12.2,.7,14.0,19.3,15.4
(주)유티아이,6.0,1,91.1,75.8,162.9,20.6,144.2,72.2,25.8,154.6,92.6,12.9,14.0,.9,29.7,33.6,108.4
(주)유라테크,2.0,0,256.7,166.0,32.7,377.0,3.2,1.5,-6.5,12.9,-43.6,11.8,8.6,1.7,6.5,3.9,9.3
대원제약(주),2.0,0,272.4,157.5,32.1,63.0,14.9,13.9,9.7,12.0,6.3,6.8,7.6,1.2,9.6,8.2,12.6
신성델타테크(주),5.0,0,79.5,73.2,101.2,2.6,75.5,55.6,4.0,2.5,-77.3,36.1,6.5,.7,.7,1.0,1.3
리켐(주),10.0,1,17.4,11.1,343.2,-4.3,253.2,105.8,-44.7,-21.0,31.5,11.5,7.7,.5,-48.8,-100.0,-153.3
(주)다원시스,5.0,0,221.3,218.0,69.5,5.9,54.5,86.8,20.4,10.9,-14.8,49.1,1.5,.3,3.5,10.2,5.6
삼성에스디에스(주),2.0,0,384.0,382.8,17.9,541.2,.1,.1,.7,-8.0,-30.8,502.1,5.6,.8,4.6,6.1,5.5
미스터블루(주),4.0,0,181.9,181.1,28.7,45.8,11.3,18.1,13.4,36.6,49.6,379.8,7.8,.7,11.9,16.3,15.9
(주)에스코넥,4.0,0,125.0,121.3,87.2,6.4,54.9,22.9,-1.6,-5.1,-1.5,86.4,7.0,1.4,3.7,2.6,7.2
(주)사조해표,7.0,1,75.3,32.1,186.3,1.2,85.5,13.0,11.9,1.4,20.8,7.5,11.8,2.1,-.6,-.3,-1.6
유아이엘(주),4.0,0,249.8,234.2,31.3,-1.8,15.8,2.9,.9,-13.7,-15.7,29.2,5.8,1.4,5.7,4.1,8.1
(주)덴티움,4.0,0,105.2,85.1,138.0,31.5,94.5,70.3,22.6,16.6,4.0,5.5,1.4,.6,12.7,21.5,31.6
(주)흥국,4.0,0,137.7,79.4,41.5,10.9,23.1,25.7,-7.4,-5.9,87.7,8.4,7.6,.9,4.6,5.3,6.9
(주)서희건설,5.0,0,116.7,114.1,192.7,13.7,39.3,7.2,6.6,1.9,197.9,109.4,3.9,1.7,2.1,1.2,6.1
(주)파나진,7.0,1,160.2,145.5,56.5,-.8,47.1,180.4,28.8,17.6,907.6,6.5,1.7,.2,-5.3,-22.4,-10.4
(주)서연전자,8.0,1,96.0,80.8,280.9,1.1,179.5,34.8,21.5,1.9,12.3,19.3,3.9,1.2,2.8,2.3,10.8
(주)모다이노칩,5.0,0,87.6,80.3,114.6,5.1,68.5,74.8,347.2,34.6,91.5,9.1,8.5,.4,6.3,17.9,11.6
(주)에스아이티글로벌,9.0,1,108.1,108.1,113.1,-2058.8,2.0,12.0,-53.5,-18.7,-34.2,264.9,7.0,1.5,-238.4,-162.8,-600.0
(주)아티스,7.0,1,208.5,159.4,115.2,-16.7,44.7,23.3,-15.0,30.2,119.6,3.4,3.3,.9,-16.8,-19.5,-33.3
조아제약(주),6.0,1,182.7,156.1,53.5,.5,27.1,24.9,1.7,10.9,-75.0,8.2,2.5,.7,.4,.5,.6
(주)한진중공업,10.0,1,106.9,74.5,333.7,.4,232.8,111.0,-12.3,-5.5,69.6,3.1,3.8,.5,-8.0,-17.3,-32.0
(주)케이피엠테크,7.0,1,134.9,115.5,77.9,-2.1,56.9,101.4,129.9,-53.3,229.2,6.2,2.4,.4,-5.5,-14.3,-11.7
(주)조비,7.0,1,96.3,31.0,136.0,1.5,93.9,63.9,2.4,.4,-40.8,2.0,5.0,.7,1.0,1.5,2.5
웅진에너지(주),9.0,1,56.9,26.9,248.9,-6.0,197.4,117.1,-4.7,5.8,30.8,3.7,4.1,.6,-26.7,-48.5,-122.1
(주)유성티엔에스,5.0,0,87.4,83.5,133.1,2.8,92.9,29.3,-2.3,-18.6,-81.0,63.6,5.0,1.3,.4,.3,.8
(주)파수닷컴,7.0,1,268.6,268.6,183.6,-18.3,110.6,52.4,-9.5,-14.0,55.0,265.0,1.7,.5,-32.7,-61.8,-64.5
(주)슈피겐코리아,2.0,0,1019.0,960.9,7.5,80163.4,.7,.4,20.2,27.2,-3.9,22.5,10.4,.7,19.4,26.5,20.8
(주)대구백화점,4.0,0,88.7,80.6,29.6,-1.8,4.1,12.4,-.3,.2,224.1,25.5,19.9,.3,1.6,5.0,2.0
(주)경방,2.0,0,66.8,38.9,79.2,7.1,36.4,88.8,-1.8,2.0,43.4,8.8,9.9,.3,2.5,9.9,4.6
(주)삼일기업공사,3.0,0,622.8,594.9,18.4,619.5,1.1,1.7,.0,-61.5,-78.3,11.2,5.8,.5,1.1,2.5,1.3
(주)한탑,7.0,1,72.4,60.3,148.4,1.4,136.8,78.3,-5.4,3.4,99.9,9.5,2.7,.7,.7,1.0,1.8
(주)특수건설,6.0,1,189.0,178.2,84.3,.7,28.2,11.6,-5.9,10.7,115.7,28.9,2.5,1.1,-5.7,-5.0,-10.2
(주)선진,5.0,0,73.0,55.7,127.2,6.8,102.5,33.9,11.3,3.5,29.8,14.0,8.0,1.3,5.7,4.3,13.0
(주)기산텔레콤,5.0,0,352.2,302.7,25.9,-21.3,5.6,12.0,-12.6,-46.0,-33.4,5.3,2.4,.5,-3.4,-7.0,-4.6
현대산업개발(주),4.0,0,195.8,156.9,78.8,21.9,25.6,20.7,6.8,4.8,62.5,4.9,4.8,.8,6.0,7.9,10.8
사조동아원(주),8.0,1,49.4,35.9,423.2,1.9,335.6,79.0,-12.3,-18.6,9.1,8.1,3.4,.9,2.2,2.5,13.2
(주)디오,4.0,0,280.8,246.1,32.7,28.7,9.2,17.0,18.8,26.6,278.5,8.3,1.2,.6,15.4,26.2,21.7
한일단조공업(주),6.0,1,73.4,44.2,110.7,1.2,88.2,81.5,-2.6,-26.3,-54.5,4.3,2.7,.5,.8,1.6,1.8
롯데정밀화학(주),5.0,0,281.5,215.3,38.8,3.2,27.9,27.6,-8.9,-4.4,-.5,7.9,6.0,.7,-2.1,-3.0,-3.0
KG케미칼(주),5.0,0,91.2,57.7,61.4,2.7,42.6,45.5,2.1,-1.5,43.3,4.7,5.0,.6,4.0,6.6,6.5
(주)알에프텍,4.0,0,323.7,298.9,24.2,8.8,10.0,6.9,-2.7,-22.7,21.8,26.4,6.5,1.1,-.9,-.9,-1.2
(주)아이엠,7.0,1,89.5,84.6,97.2,-2.6,26.0,11.5,3.3,-4.9,33.5,49.3,3.8,1.2,-2.8,-2.3,-5.8
(주)토니모리,3.0,0,211.0,160.4,39.7,194.3,3.0,1.7,20.3,7.5,38.5,10.7,8.4,1.4,11.3,8.3,15.5
(주)케이지이니시스,5.0,0,76.6,76.6,112.6,12.7,38.8,19.3,29.8,10.5,-74.8,675.6,8.4,1.0,1.6,1.6,3.2
한솔피엔에스(주),5.0,0,132.3,125.0,209.2,41.0,55.2,.1,-9.6,-3.6,-60.9,38.6,3.5,2.2,.7,.3,2.1
알보젠코리아(주),5.0,0,355.0,277.8,67.6,6.6,36.6,41.6,5.2,9.3,-29.1,6.7,4.6,.6,2.7,4.8,4.5
(주)유비쿼스홀딩스,2.0,0,630.7,582.3,14.0,1861.0,.5,.8,-5.6,-29.3,-23.2,8.9,5.6,.5,8.6,19.0,10.3
조광아이엘아이(주),3.0,0,325.5,255.3,27.2,17.5,15.5,46.9,-4.8,-21.6,-47.0,3.9,2.6,.4,5.9,15.3,8.3
(주)에이티테크놀러지,9.0,1,42.5,42.3,184.2,-4.5,170.0,270.6,52.5,-68.6,6.7,41.6,2.8,.2,-39.7,-237.1,-82.5
(주)에스씨디,3.0,0,345.0,301.3,25.0,75.7,10.0,10.6,6.1,9.9,-40.9,13.8,14.0,1.2,5.2,4.4,6.5
(주)일신바이오베이스,3.0,0,608.3,443.2,14.0,698.3,1.0,1.9,27.4,4.0,6.8,2.1,2.3,.4,7.7,19.6,9.0
아시아나항공(주),7.0,1,31.9,24.9,892.4,1.7,609.9,82.1,4.1,3.8,4.5,26.4,19.1,.8,.8,1.0,8.2
(주)한일진공,5.0,0,128.3,105.0,58.3,-.2,45.5,65.0,43.4,-24.0,-61.1,4.2,3.0,.3,3.2,11.7,4.4
(주)퓨쳐켐,6.0,1,1585.2,1540.8,5.0,-5.2,3.2,495.0,105.6,12.3,-29.6,1.7,3.9,.1,-110.9,-1678.8,-26.9
나노캠텍(주),6.0,1,414.8,400.5,25.0,.3,19.4,39.2,31.9,-9.0,-26.9,21.1,2.0,.5,-8.2,-16.1,-11.0
롯데하이마트(주),2.0,0,162.1,59.5,58.5,9.8,34.2,17.8,3.4,1.1,13.9,9.0,59.6,1.3,4.1,3.1,6.6
무림에스피(주),2.0,0,139.4,85.8,43.9,6.8,20.8,32.0,-4.9,-2.1,-28.2,4.8,5.7,.5,1.2,2.1,1.7
신일제약(주),2.0,0,729.0,584.5,12.5,69.6,.4,.9,12.4,12.3,14.6,5.1,2.6,.5,10.8,20.0,12.1
(주)솔루에타,6.0,1,327.2,298.1,62.9,-1.8,39.9,31.1,30.7,-28.5,-5.5,6.6,3.2,.5,-4.6,-9.4,-6.4
뉴프라이드코퍼레이션,8.0,1,146.7,133.3,137.4,-3.0,106.0,81.1,16.9,-29.6,33.0,6.8,5.7,.6,-24.3,-38.2,-68.5
(주)이-글벳,4.0,0,190.8,97.8,45.9,3.0,37.3,39.9,5.0,14.9,116.1,3.7,4.9,.6,5.0,7.8,7.1
(주)비덴트,7.0,1,79.7,41.9,64.4,-3.5,58.5,129.6,8.9,-24.9,-57.8,1.4,4.4,.2,-34.7,-153.0,-52.6
(주)장원테크,4.0,0,696.8,645.9,10.4,-70.8,1.5,12.1,4.5,-69.1,-26.5,11.9,8.0,.7,-4.8,-7.3,-6.1
(주)기가레인,8.0,1,62.7,54.3,167.5,-4.4,129.5,98.4,2.8,14.9,-13.2,11.2,3.3,.5,-7.2,-15.3,-17.6
(주)텔루스,8.0,1,101.0,97.1,87.0,-8.4,49.3,39.3,-29.8,-49.5,19.5,11.8,2.0,.3,-61.9,-181.9,-91.7
롯데푸드(주),3.0,0,159.3,101.6,41.8,35.4,12.9,7.8,3.8,3.3,15.7,10.8,8.5,1.3,4.4,3.3,6.3
(주)잉크테크,9.0,1,65.3,42.0,406.6,.1,279.7,98.0,-4.2,-1.0,9.1,4.9,3.4,.6,-4.5,-7.7,-24.1
국제약품(주),6.0,1,120.7,85.5,91.3,3.5,49.0,30.6,-2.6,3.0,10.3,6.5,3.1,.9,.6,.7,1.2
(주)엔이능률,2.0,0,335.7,272.3,30.2,299.8,3.8,2.4,12.3,.7,6.0,5.7,1.9,.8,7.6,9.9,10.2
오상자이엘(주),7.0,1,74.3,55.0,101.7,-1.7,33.5,15.2,12.3,6.1,1000.6,8.0,5.5,.8,-2.6,-3.1,-4.8
(주)녹원씨아이,6.0,1,735.9,668.4,13.8,-3.2,8.4,57.6,-39.6,-48.3,-35.1,8.9,1.4,.3,-76.8,-293.6,-101.4
삼화왕관(주),2.0,0,275.9,233.7,25.9,66.5,6.7,7.6,7.0,4.8,2.1,12.1,5.8,.7,6.3,9.8,7.9
현대중공업(주),7.0,1,104.1,89.5,114.0,3.1,57.7,41.4,-2.1,-20.2,59.6,9.0,2.6,.7,1.0,1.5,2.2
한솔인티큐브(주),7.0,1,106.1,100.3,152.6,.3,62.7,22.7,-2.2,-10.6,-.2,38.1,1.9,.9,-7.4,-7.9,-17.3
(주)에스제이엠홀딩스,3.0,0,2254.5,2254.5,10.5,23.8,9.1,122.7,4.1,-20.0,-49.1,3660.4,6.1,.1,3.9,57.7,4.4
문배철강(주),3.0,0,292.0,244.3,27.3,31.9,6.6,4.7,11.8,12.8,29.3,13.8,3.6,1.2,6.7,5.7,8.4
(주)세우글로벌,2.0,0,432.9,282.3,17.4,53.8,9.9,13.5,7.1,9.7,31.1,4.6,9.4,1.0,4.1,4.3,4.7
(주)국동,5.0,0,170.7,118.6,114.9,4.8,98.0,30.2,30.0,24.3,-17.7,8.7,6.2,1.7,5.8,3.4,14.0
(주)삼성출판사,3.0,0,938.0,594.0,11.4,224.6,2.8,5.3,.4,4.8,36.1,3.9,3.9,.6,2.4,4.0,2.7
(주)인터엠,5.0,0,126.3,81.3,76.9,3.9,46.1,35.5,9.0,3.9,-60.6,4.6,3.2,.7,.7,1.1,1.2
엑세스바이오인코퍼레이션,4.0,0,1905.7,1616.4,52.3,3.5,35.2,37.9,46.3,-17.6,-43.1,4.3,2.4,.4,1.6,4.4,2.1
덕우전자(주),3.0,0,119.2,104.6,52.2,448.5,2.1,.7,44.7,-14.1,-9.5,32.1,11.1,1.5,20.9,14.1,31.2
(주)윈하이텍,3.0,0,295.6,237.3,22.1,26.5,4.1,3.4,-.5,10.7,-75.3,11.2,4.3,1.1,2.7,2.5,3.3
광진실업(주),4.0,0,247.0,116.3,42.4,.4,25.5,22.2,-4.7,-9.2,56.2,3.1,7.2,.9,.0,-.1,-.1
(주)한화,6.0,1,63.2,44.7,149.8,2.4,81.5,52.0,2.4,.1,193.7,8.6,4.9,.7,1.4,2.1,3.7
유니퀘스트(주),3.0,0,183.7,94.8,48.0,30.0,14.4,7.4,12.1,-11.4,-64.4,5.3,8.7,1.2,2.4,2.0,3.5
(주)미래컴퍼니,5.0,0,209.1,188.9,38.1,29.3,8.5,9.4,10.9,33.2,101.3,15.0,2.3,.8,7.0,8.7,9.6
SK바이오랜드(주),2.0,0,452.4,255.1,28.2,38.0,16.4,20.2,9.1,19.0,12.5,3.8,6.8,.6,7.5,12.6,9.5
(주)아이티엑스엠투엠,8.0,1,121.9,70.1,78.3,-8.8,57.1,49.0,-38.5,-30.9,-44.4,4.4,4.5,.7,-20.7,-28.3,-39.1
(주)한컴시큐어,8.0,1,21.9,21.1,62.3,.4,56.2,210.8,-5.0,-.4,-50.1,93.1,4.7,.2,-.1,-.8,-.2
(주)호텔신라,4.0,0,152.9,87.6,161.1,3.5,89.7,24.5,-8.1,13.4,-50.3,7.7,36.2,1.5,1.9,1.3,5.0
우림기계(주),3.0,0,440.6,327.4,10.4,7.5,9.6,11.3,-1.9,-6.7,-73.7,5.1,3.1,.5,1.2,2.6,1.4
비디아이(주),8.0,1,110.9,109.7,325.4,6.2,149.0,22.0,56.9,7.9,-51.9,134.6,2.9,1.7,6.6,3.9,25.8
엘비세미콘(주),5.0,0,68.8,60.1,125.3,4.3,101.5,78.5,-5.8,26.9,65.4,15.7,4.4,.6,6.2,10.0,15.4
대성산업(주),4.0,0,34.3,33.8,14.4,.8,7.3,76.8,2.7,15.1,22.5,232.6,8.1,.1,.4,4.4,.5
(주)엔에스,4.0,0,284.9,171.9,39.6,22.0,24.4,19.5,-8.6,-11.9,-42.8,3.3,3.7,.8,5.6,7.2,8.5
동아쏘시오홀딩스(주),6.0,1,38.5,38.5,36.9,-.7,30.3,345.7,35.1,13.1,-82.4,28.3,2.4,.1,.6,8.4,.9
일진다이아몬드(주),2.0,0,239.0,146.7,45.4,15.6,13.9,15.2,3.4,-1.5,-64.4,3.0,4.9,.7,3.2,4.8,4.7
무림피앤피(주),5.0,0,74.8,41.0,105.6,1.2,79.8,76.0,-6.1,-4.6,-13.5,4.7,7.0,.5,-.1,-.1,-.1
에스엘(주),2.0,0,281.9,246.7,29.0,5531.4,.0,.0,4.9,7.6,25.2,11.4,4.0,.8,8.2,10.2,10.7
케이피엑스라이프사이언스(주),4.0,0,289.0,240.9,25.0,32.3,12.7,16.8,14.8,-4.8,-16.4,7.3,5.4,.6,6.3,10.4,7.6
(주)디티앤씨,5.0,0,248.3,248.3,53.0,4.4,42.5,73.7,18.6,20.7,-17.6,63.3,3.3,.3,2.4,7.2,3.5
대신정보통신(주),4.0,0,155.2,140.8,101.5,505.3,2.2,1.4,12.6,6.6,17.0,41.8,11.3,3.5,3.2,.9,6.2
에쓰씨엔지니어링(주),9.0,1,41.7,40.3,198.4,-6.0,86.9,23.9,-20.4,-36.8,46.6,83.5,3.0,.8,-11.1,-13.5,-31.6
(주)엠피한강,1.0,0,629.2,498.2,16.8,9.6,34.5,2.1,63.8,255.4,76767.5,22.7,25.1,2.6,40.2,15.7,47.0
(주)링네트,4.0,0,213.5,206.0,71.4,220.3,.8,.4,9.8,27.2,-17.5,53.4,4.3,1.5,4.0,2.6,6.8
(주)상보,8.0,1,87.5,64.7,119.9,-4.7,89.2,57.7,-9.1,-32.9,-51.9,6.2,4.2,.7,-11.8,-16.0,-27.5
(주)덕신하우징,8.0,1,111.4,81.5,101.8,-14.4,73.9,24.1,11.3,11.9,-6.4,9.0,3.3,1.1,-11.9,-10.4,-20.2
한국타이어(주),4.0,0,137.8,112.1,47.3,14.6,29.6,39.2,1.0,-1.4,20.7,9.1,4.2,.6,7.2,12.8,11.0
(주)플레이위드,7.0,1,13.2,13.2,696.7,8.2,42.0,29.6,10.0,36.3,123.7,131.1,2.4,.1,2.5,17.3,24.8
(주)한창,4.0,0,463.6,463.3,11.2,-6297.0,27.9,35.0,-2.8,-6.7,-29.2,594.3,2.8,.2,-4.0,-18.9,-4.3
제이엠아이(주),4.0,0,339.9,328.9,15.3,26.0,5.9,15.0,-17.8,19.4,-29.3,17.0,2.2,.3,-18.3,-59.4,-21.0
(주)엠젠플러스,7.0,1,66.6,66.6,105.8,-2.9,54.2,65.5,19.5,-9.0,-70.0,17.7,5.3,.5,-39.5,-78.2,-80.6
